0.01000 0.31000 18.28500 -0.01000
0.01000 0.32000 18.55500 -0.01000
0.01000 0.33000 18.81000 -0.01000
0.01000 0.34000 19.03500 -0.01000
0.01000 0.35000 19.24500 -0.01000
0.01000 0.36000 19.44000 -0.01000
0.01000 0.37000 19.60500 -0.01000
0.01000 0.38000 19.75500 -0.01000
0.01000 0.39000 19.89000 -0.01000
0.01000 0.40000 19.99500 -0.01000
0.01000 0.41000 20.08500 -0.01500
0.01000 0.42000 20.16000 -0.01000
0.01000 0.43000 20.20500 -0.01000
0.01000 0.44000 20.23500 -0.01000
0.01000 0.45000 20.25000 -0.01000
0.01000 0.46000 20.23500 -0.01000
0.01000 0.47000 20.20500 -0.01000
0.01000 0.48000 20.16000 -0.01000
0.01000 0.49000 20.08500 -0.01000
0.01000 0.50000 19.99500 -0.01000
0.01000 0.51000 19.89000 -0.01000
0.01000 0.52000 19.75500 -0.01000
0.01000 0.53000 19.60500 -0.01000
0.01000 0.54000 19.44000 -0.01000
0.01000 0.55000 19.24500 -0.00500
0.01000 0.56000 19.03500 -0.01000
0.01000 0.57000 18.80500 -0.01000
0.01000 0.58000 18.55500 -0.00500
0.01000 0.59000 18.29000 -0.01000
0.01000 0.60000 17.99500 -0.00500
0.01000 0.61000 17.68500 -0.00500
0.01000 0.62000 17.36000 -0.01000
0.01000 0.63000 17.00500 -0.00500
0.01000 0.64000 16.63500 -0.00500
0.01000 0.65000 16.24500 -0.00500
0.01000 0.66000 15.83500 -0.00500
0.01000 0.67000 15.41000 -0.00500
0.01000 0.68000 14.95500 -0.00500
0.01000 0.69000 14.48500 -0.00500
0.01000 0.70000 14.00000 -0.00000
0.01000 0.71000 13.48500 -0.00500
0.01000 0.72000 12.95500 -0.00000
0.01000 0.73000 12.40500 -0.00000
0.01000 0.74000 11.83500 -0.00500
0.01000 0.75000 11.25000 -0.00000
0.01000 0.76000 10.63500 -0.00000
0.01000 0.77000 10.00500 -0.00000
0.01000 0.78000 9.36000 -0.00000
0.01000 0.79000 8.68500 -0.00000
0.01000 0.80000 7.99500 -0.00000
0.01000 0.81000 7.29000 -0.00000
0.01000 0.82000 6.55500 0.00500
0.01000 0.83000 5.80500 -0.00000
0.01000 0.84000 5.04000 -0.00000
0.01000 0.85000 4.24500 0.00500
0.01000 0.86000 3.43500 -0.00000
0.01000 0.87000 2.60500 -0.00000
0.01000 0.88000 1.75500 0.00500
0.01000 0.89000 0.89000 -0.00000
0.01000 0.90000 0.00000 0.00000
0.02000 0.00000 0.00000 0.00000
0.02000 0.01000 0.89000 -0.00000
0.02000 0.02000 1.75500 -0.00000
0.02000 0.03000 2.60500 -0.00500
0.02000 0.04000 3.44000 -0.00000
0.02000 0.05000 4.24500 -0.00000
0.02000 0.06000 5.03500 -0.00500
0.02000 0.07000 5.81000 -0.00000
0.02000 0.08000 6.56000 -0.00000
0.02000 0.09000 7.28500 -0.00500
0.02000 0.10000 7.99500 -0.00500
0.02000 0.11000 8.69000 -0.00000
0.02000 0.12000 9.35500 -0.00500
0.02000 0.13000 10.00500 -0.00500
0.02000 0.14000 10.64000 -0.00500
0.02000 0.15000 11.25000 -0.00500
0.02000 0.16000 11.83500 -0.00500
0.02000 0.17000 12.40500 -0.00500
0.02000 0.18000 12.96000 -0.00500
0.02000 0.19000 13.49000 -0.00500
0.02000 0.20000 13.99500 -0.00500
0.02000 0.21000 14.48500 -0.00500
0.02000 0.22000 14.96000 -0.01000
0.02000 0.23000 15.40500 -0.00500
0.02000 0.24000 15.83500 -0.00500
0.02000 0.25000 16.25000 -0.01000
0.02000 0.26000 16.64000 -0.01000
0.02000 0.27000 17.00500 -0.01000
0.02000 0.28000 17.35500 -0.00500
0.02000 0.29000 17.69000 -0.01000
0.02000 0.30000 18.00000 -0.01000
0.02000 0.31000 18.28500 -0.00500
0.02000 0.32000 18.55500 -0.01000
0.02000 0.33000 18.81000 -0.01000
0.02000 0.34000 19.03500 -0.01000
0.02000 0.35000 19.24500 -0.01000
0.02000 0.36000 19.44000 -0.01000
0.02000 0.37000 19.60500 -0.01000
0.02000 0.38000 19.75500 -0.01500
0.02000 0.39000 19.89000 -0.01000
0.02000 0.40000 20.00000 -0.01000
0.02000 0.41000 20.08500 -0.01500
0.02000 0.42000 20.15500 -0.01000
0.02000 0.43000 20.20500 -0.01000
0.02000 0.44000 20.23500 -0.01500
0.02000 0.45000 20.25000 -0.01000
0.02000 0.46000 20.23500 -0.01000
0.02000 0.47000 20.20500 -0.01500
0.02000 0.48000 20.16000 -0.01000
0.02000 0.49000 20.08500 -0.01000
0.02000 0.50000 19.99500 -0.01000
0.02000 0.51000 19.89000 -0.01000
0.02000 0.52000 19.75500 -0.01000
0.02000 0.53000 19.60500 -0.01000
0.02000 0.54000 19.43500 -0.01000
0.02000 0.55000 19.24500 -0.00500
0.02000 0.56000 19.04000 -0.01000
0.02000 0.57000 18.80500 -0.00500
0.02000 0.58000 18.55500 -0.01000
0.02000 0.59000 18.28500 -0.01000
0.02000 0.60000 17.99500 -0.00500
0.02000 0.61000 17.69000 -0.01000
0.02000 0.62000 17.35500 -0.00500
0.02000 0.63000 17.00500 -0.00500
0.02000 0.64000 16.63500 -0.00500
0.02000 0.65000 16.24500 -0.00500
0.02000 0.66000 15.84000 -0.00500
0.02000 0.67000 15.40500 -0.00500
0.02000 0.68000 14.95500 -0.00500
0.02000 0.69000 14.48500 -0.00500
0.02000 0.70000 13.99500 -0.00500
0.02000 0.71000 13.48500 -0.00000
0.02000 0.72000 12.95500 -0.00500
0.02000 0.73000 12.41000 -0.00000
0.02000 0.74000 11.83500 -0.00500
0.02000 0.75000 11.24500 -0.00000
0.02000 0.76000 10.63500 -0.00000
0.02000 0.77000 10.00500 -0.00000
0.02000 0.78000 9.36000 -0.00000
0.02000 0.79000 8.68500 -0.00000
0.02000 0.80000 7.99500 -0.00000
0.02000 0.81000 7.28500 -0.00000
0.02000 0.82000 6.55500 0.00500
0.02000 0.83000 5.81000 -0.00000
0.02000 0.84000 5.03500 -0.00000
0.02000 0.85000 4.24500 0.00500
0.02000 0.86000 3.44000 -0.00000
0.02000 0.87000 2.60500 -0.00000
0.02000 0.88000 1.75500 -0.00000
0.02000 0.89000 0.89000 -0.00000
0.02000 0.90000 0.00000 0.00000
0.03000 0.00000 0.00000 0.00000
0.03000 0.01000 0.89000 -0.00000
0.03000 0.02000 1.76000 -0.00000
0.03000 0.03000 2.60500 -0.00500
0.03000 0.04000 3.43500 -0.00000
0.03000 0.05000 4.25000 -0.00000
0.03000 0.06000 5.03500 -0.00500
0.03000 0.07000 5.80500 -0.00500
0.03000 0.08000 6.56000 -0.00000
0.03000 0.09000 7.29000 -0.00000
0.03000 0.10000 7.99500 -0.00500
0.03000 0.11000 8.68500 -0.00500
0.03000 0.12000 9.36000 -0.00000
0.03000 0.13000 10.01000 -0.00500
0.03000 0.14000 10.63500 -0.00500
0.03000 0.15000 11.24500 -0.00500
0.03000 0.16000 11.84000 -0.00500
0.03000 0.17000 12.41000 -0.00500
0.03000 0.18000 12.95500 -0.00500
0.03000 0.19000 13.48500 -0.00500
0.03000 0.20000 14.00000 -0.00500
0.03000 0.21000 14.49000 -0.01000
0.03000 0.22000 14.95500 -0.00500
0.03000 0.23000 15.40500 -0.00500
0.03000 0.24000 15.84000 -0.01000
0.03000 0.25000 16.25000 -0.01000
0.03000 0.26000 16.64000 -0.01000
0.03000 0.27000 17.00500 -0.00500
0.03000 0.28000 17.35500 -0.01000
0.03000 0.29000 17.69000 -0.01000
0.03000 0.30000 17.99500 -0.01000
0.03000 0.31000 18.28500 -0.00500
0.03000 0.32000 18.56000 -0.01000
0.03000 0.33000 18.81000 -0.01000
0.03000 0.34000 19.03500 -0.01000
0.03000 0.35000 19.24500 -0.01000
0.03000 0.36000 19.44000 -0.01000
0.03000 0.37000 19.61000 -0.01000
0.03000 0.38000 19.75500 -0.01500
0.03000 0.39000 19.88500 -0.01000
0.03000 0.40000 20.00000 -0.01000
0.03000 0.41000 20.08500 -0.01000
0.03000 0.42000 20.15500 -0.01000
0.03000 0.43000 20.21000 -0.01000
0.03000 0.44000 20.23500 -0.01500
0.03000 0.45000 20.24500 -0.01000
0.03000 0.46000 20.24000 -0.01000
0.03000 0.47000 20.20500 -0.01500
0.03000 0.48000 20.15500 -0.01000
0.03000 0.49000 20.08500 -0.01000
0.03000 0.50000 19.99500 -0.01000
0.03000 0.51000 19.89000 -0.01000
0.03000 0.52000 19.75500 -0.01000
0.03000 0.53000 19.60500 -0.01000
0.03000 0.54000 19.43500 -0.01000
0.03000 0.55000 19.24500 -0.01000
0.03000 0.56000 19.03500 -0.01000
0.03000 0.57000 18.80500 -0.00500
0.03000 0.58000 18.56000 -0.01000
0.03000 0.59000 18.28500 -0.00500
0.03000 0.60000 17.99500 -0.01000
0.03000 0.61000 17.68500 -0.00500
0.03000 0.62000 17.35500 -0.00500
0.03000 0.63000 17.00500 -0.00500
0.03000 0.64000 16.63500 -0.00500
0.03000 0.65000 16.24500 -0.00500
0.03000 0.66000 15.83500 -0.00500
0.03000 0.67000 15.41000 -0.00000
0.03000 0.68000 14.95500 -0.00500
0.03000 0.69000 14.48500 -0.00000
0.03000 0.70000 13.99500 -0.00500
0.03000 0.71000 13.48500 -0.00000
0.03000 0.72000 12.95500 -0.00500
0.03000 0.73000 12.40500 -0.00000
0.03000 0.74000 11.83500 -0.00000
0.03000 0.75000 11.24500 -0.00000
0.03000 0.76000 10.63500 -0.00000
0.03000 0.77000 10.00500 -0.00500
0.03000 0.78000 9.36000 -0.00000
0.03000 0.79000 8.68500 -0.00000
0.03000 0.80000 7.99500 -0.00000
0.03000 0.81000 7.28500 -0.00000
0.03000 0.82000 6.55500 -0.00000
0.03000 0.83000 5.81000 -0.00000
0.03000 0.84000 5.03500 0.00500
0.03000 0.85000 4.24500 -0.00000
0.03000 0.86000 3.44000 -0.00000
0.03000 0.87000 2.60500 0.00500
0.03000 0.88000 1.75500 -0.00000
0.03000 0.89000 0.89000 -0.00000
0.03000 0.90000 0.00000 0.00000
0.04000 0.00000 0.00000 0.00000
0.04000 0.01000 0.89000 -0.00000
0.04000 0.02000 1.76000 -0.00000
0.04000 0.03000 2.60500 -0.00000
0.04000 0.04000 3.43500 -0.00500
0.04000 0.05000 4.25000 -0.00000
0.04000 0.06000 5.04000 -0.00000
0.04000 0.07000 5.80500 -0.00500
0.04000 0.08000 6.55500 -0.00500
0.04000 0.09000 7.29000 -0.00000
0.04000 0.10000 8.00000 -0.00000
0.04000 0.11000 8.68500 -0.00500
0.04000 0.12000 9.35500 -0.00500
0.04000 0.13000 10.01000 -0.00500
0.04000 0.14000 10.64000 -0.00000
0.04000 0.15000 11.25000 -0.00500
0.04000 0.16000 11.83500 -0.00500
0.04000 0.17000 12.40500 -0.00500
0.04000 0.18000 12.96000 -0.00500
0.04000 0.19000 13.49000 -0.01000
0.04000 0.20000 14.00000 -0.00500
0.04000 0.21000 14.48500 -0.00500
0.04000 0.22000 14.95500 -0.00500
0.04000 0.23000 15.41000 -0.01000
0.04000 0.24000 15.84000 -0.01000
0.04000 0.25000 16.25000 -0.01000
0.04000 0.26000 16.63500 -0.00500
0.04000 0.27000 17.00500 -0.00500
0.04000 0.28000 17.36000 -0.01000
0.04000 0.29000 17.69000 -0.01000
0.04000 0.30000 17.99500 -0.01000
0.04000 0.31000 18.28500 -0.01000
0.04000 0.32000 18.56000 -0.01000
0.04000 0.33000 18.81000 -0.01000
0.04000 0.34000 19.03500 -0.01000
0.04000 0.35000 19.24500 -0.01000
0.04000 0.36000 19.44000 -0.01000
0.04000 0.37000 19.61000 -0.01000
0.04000 0.38000 19.75500 -0.01000
0.04000 0.39000 19.88500 -0.01000
0.04000 0.40000 20.00000 -0.01000
0.04000 0.41000 20.08500 -0.01000
0.04000 0.42000 20.15500 -0.01000
0.04000 0.43000 20.21000 -0.01000
0.04000 0.44000 20.23500 -0.01000
0.04000 0.45000 20.24500 -0.01000
0.04000 0.46000 20.24000 -0.01000
0.04000 0.47000 20.20500 -0.01000
0.04000 0.48000 20.15500 -0.01000
0.04000 0.49000 20.08500 -0.01000
0.04000 0.50000 19.99500 -0.01000
0.04000 0.51000 19.89000 -0.01000
0.04000 0.52000 19.75500 -0.01000
0.04000 0.53000 19.60500 -0.01000
0.04000 0.54000 19.43500 -0.01000
0.04000 0.55000 19.24500 -0.01000
0.04000 0.56000 19.03500 -0.01000
0.04000 0.57000 18.80500 -0.01000
0.04000 0.58000 18.55500 -0.01000
0.04000 0.59000 18.28500 -0.00500
0.04000 0.60000 17.99500 -0.01000
0.04000 0.61000 17.68500 -0.00500
0.04000 0.62000 17.35500 -0.01000
0.04000 0.63000 17.00500 -0.00500
0.04000 0.64000 16.63500 -0.01000
0.04000 0.65000 16.24500 -0.00500
0.04000 0.66000 15.83500 -0.00500
0.04000 0.67000 15.40500 -0.00500
0.04000 0.68000 14.95500 -0.00000
0.04000 0.69000 14.48500 -0.00500
0.04000 0.70000 13.99500 -0.00000
0.04000 0.71000 13.48500 -0.00500
0.04000 0.72000 12.95500 -0.00000
0.04000 0.73000 12.40500 -0.00500
0.04000 0.74000 11.83500 -0.00000
0.04000 0.75000 11.24500 -0.00500
0.04000 0.76000 10.64000 -0.00000
0.04000 0.77000 10.00500 -0.00500
0.04000 0.78000 9.35500 -0.00000
0.04000 0.79000 8.68500 -0.00000
0.04000 0.80000 7.99500 -0.00000
0.04000 0.81000 7.28500 -0.00000
0.04000 0.82000 6.55500 -0.00000
0.04000 0.83000 5.80500 -0.00000
0.04000 0.84000 5.03500 0.00500
0.04000 0.85000 4.25000 -0.00000
0.04000 0.86000 3.43500 -0.00000
0.04000 0.87000 2.60500 0.00500
0.04000 0.88000 1.76000 -0.00000
0.04000 0.89000 0.89000 -0.00000
0.04000 0.90000 0.00000 0.00000
0.05000 0.00000 0.00000 0.00000
0.05000 0.01000 0.89000 -0.00000
0.05000 0.02000 1.76000 -0.00000
0.05000 0.03000 2.61000 -0.00000
0.05000 0.04000 3.43500 -0.00500
0.05000 0.05000 4.24500 -0.00000
0.05000 0.06000 5.04000 -0.00000
0.05000 0.07000 5.81000 -0.00000
0.05000 0.08000 6.55500 -0.00500
0.05000 0.09000 7.28500 -0.00500
0.05000 0.10000 8.00000 -0.00500
0.05000 0.11000 8.69000 -0.00000
0.05000 0.12000 9.36000 -0.00500
0.05000 0.13000 10.00500 -0.00500
0.05000 0.14000 10.63500 -0.00500
0.05000 0.15000 11.25000 -0.00500
0.05000 0.16000 11.84000 -0.00500
0.05000 0.17000 12.41000 -0.00500
0.05000 0.18000 12.96000 -0.00500
0.05000 0.19000 13.48500 -0.00500
0.05000 0.20000 13.99500 -0.00500
0.05000 0.21000 14.49000 -0.00500
0.05000 0.22000 14.96000 -0.01000
0.05000 0.23000 15.41000 -0.01000
0.05000 0.24000 15.84000 -0.01000
0.05000 0.25000 16.24500 -0.00500
0.05000 0.26000 16.63500 -0.00500
0.05000 0.27000 17.01000 -0.01000
0.05000 0.28000 17.36000 -0.01000
0.05000 0.29000 17.69000 -0.01000
0.05000 0.30000 17.99500 -0.01000
0.05000 0.31000 18.28500 -0.01000
0.05000 0.32000 18.56000 -0.01000
0.05000 0.33000 18.81000 -0.01000
0.05000 0.34000 19.03500 -0.01000
0.05000 0.35000 19.24500 -0.01500
0.05000 0.36000 19.44000 -0.01000
0.05000 0.37000 19.61000 -0.01000
0.05000 0.38000 19.75500 -0.01000
0.05000 0.39000 19.88500 -0.01500
0.05000 0.40000 20.00000 -0.01000
0.05000 0.41000 20.08500 -0.01000
0.05000 0.42000 20.15500 -0.01500
0.05000 0.43000 20.21000 -0.01000
0.05000 0.44000 20.23500 -0.01000
0.05000 0.45000 20.24500 -0.01500
0.05000 0.46000 20.24000 -0.01000
0.05000 0.47000 20.20500 -0.01000
0.05000 0.48000 20.15500 -0.01000
0.05000 0.49000 20.08500 -0.01000
0.05000 0.50000 19.99500 -0.01000
0.05000 0.51000 19.89000 -0.01000
0.05000 0.52000 19.75500 -0.01000
0.05000 0.53000 19.60500 -0.01000
0.05000 0.54000 19.43500 -0.01000
0.05000 0.55000 19.24500 -0.01000
0.05000 0.56000 19.03500 -0.01000
0.05000 0.57000 18.80500 -0.01000
0.05000 0.58000 18.55500 -0.00500
0.05000 0.59000 18.28500 -0.01000
0.05000 0.60000 17.99500 -0.00500
0.05000 0.61000 17.68500 -0.01000
0.05000 0.62000 17.35500 -0.00500
0.05000 0.63000 17.00500 -0.01000
0.05000 0.64000 16.63500 -0.00500
0.05000 0.65000 16.24000 -0.01000
0.05000 0.66000 15.83500 -0.00500
0.05000 0.67000 15.40500 -0.00500
0.05000 0.68000 14.95500 -0.00500
0.05000 0.69000 14.48500 -0.00500
0.05000 0.70000 13.99500 -0.00500
0.05000 0.71000 13.48500 -0.00500
0.05000 0.72000 12.95500 -0.00000
0.05000 0.73000 12.40500 -0.00500
0.05000 0.74000 11.83500 -0.00000
0.05000 0.75000 11.24500 -0.00500
0.05000 0.76000 10.63500 -0.00000
0.05000 0.77000 10.00500 -0.00000
0.05000 0.78000 9.35500 -0.00000
0.05000 0.79000 8.68500 -0.00000
0.05000 0.80000 7.99500 -0.00000
0.05000 0.81000 7.28500 -0.00000
0.05000 0.82000 6.55500 -0.00000
0.05000 0.83000 5.80500 -0.00000
0.05000 0.84000 5.03500 -0.00000
0.05000 0.85000 4.25000 -0.00000
0.05000 0.86000 3.43500 -0.00000
0.05000 0.87000 2.60500 -0.00000
0.05000 0.88000 1.76000 -0.00000
0.05000 0.89000 0.89000 -0.00000
0.05000 0.90000 0.00000 0.00000
0.06000 0.00000 0.00000 0.00000
0.06000 0.01000 0.89000 -0.00000
0.06000 0.02000 1.76000 -0.00000
0.06000 0.03000 2.61000 -0.00000
0.06000 0.04000 3.43500 -0.00000
0.06000 0.05000 4.24500 -0.00500
0.06000 0.06000 5.04000 -0.00000
0.06000 0.07000 5.81000 -0.00000
0.06000 0.08000 6.56000 -0.00000
0.06000 0.09000 7.29000 -0.00500
0.06000 0.10000 7.99500 -0.00500
0.06000 0.11000 8.68500 -0.00500
0.06000 0.12000 9.36000 -0.00500
0.06000 0.13000 10.01000 -0.00000
0.06000 0.14000 10.64000 -0.00500
0.06000 0.15000 11.25000 -0.00500
0.06000 0.16000 11.83500 -0.00500
0.06000 0.17000 12.40500 -0.00500
0.06000 0.18000 12.96000 -0.00500
0.06000 0.19000 13.49000 -0.00500
0.06000 0.20000 14.00000 -0.01000
0.06000 0.21000 14.49000 -0.01000
0.06000 0.22000 14.96000 -0.00500
0.06000 0.23000 15.41000 -0.00500
0.06000 0.24000 15.83500 -0.00500
0.06000 0.25000 16.24500 -0.00500
0.06000 0.26000 16.64000 -0.01000
0.06000 0.27000 17.01000 -0.01000
0.06000 0.28000 17.36000 -0.01000
0.06000 0.29000 17.69000 -0.01000
0.06000 0.30000 17.99500 -0.01000
0.06000 0.31000 18.28500 -0.01000
0.06000 0.32000 18.56000 -0.01000
0.06000 0.33000 18.81000 -0.01000
0.06000 0.34000 19.04000 -0.01000
0.06000 0.35000 19.24500 -0.01500
0.06000 0.36000 19.43500 -0.01000
0.06000 0.37000 19.61000 -0.01000
0.06000 0.38000 19.76000 -0.01000
0.06000 0.39000 19.88500 -0.01500
0.06000 0.40000 19.99500 -0.01000
0.06000 0.41000 20.09000 -0.01000
0.06000 0.42000 20.15500 -0.01500
0.06000 0.43000 20.20500 -0.01000
0.06000 0.44000 20.24000 -0.01000
0.06000 0.45000 20.24500 -0.01500
0.06000 0.46000 20.23500 -0.01000
0.06000 0.47000 20.20500 -0.01000
0.06000 0.48000 20.15500 -0.01000
0.06000 0.49000 20.08500 -0.01000
0.06000 0.50000 19.99500 -0.01500
0.06000 0.51000 19.89000 -0.01000
0.06000 0.52000 19.75500 -0.01000
0.06000 0.53000 19.60500 -0.01000
0.06000 0.54000 19.43500 -0.01000
0.06000 0.55000 19.24500 -0.01000
0.06000 0.56000 19.03500 -0.00500
0.06000 0.57000 18.80000 -0.01000
0.06000 0.58000 18.55500 -0.00500
0.06000 0.59000 18.28500 -0.01000
0.06000 0.60000 17.99500 -0.00500
0.06000 0.61000 17.68500 -0.01000
0.06000 0.62000 17.35500 -0.00500
0.06000 0.63000 17.00500 -0.00500
0.06000 0.64000 16.63500 -0.00500
0.06000 0.65000 16.24500 -0.00500
0.06000 0.66000 15.83000 -0.00500
0.06000 0.67000 15.40500 -0.00500
0.06000 0.68000 14.95500 -0.00500
0.06000 0.69000 14.48500 -0.00500
0.06000 0.70000 13.99500 -0.00500
0.06000 0.71000 13.48000 -0.00000
0.06000 0.72000 12.95500 -0.00500
0.06000 0.73000 12.40500 -0.00000
0.06000 0.74000 11.83500 -0.00000
0.06000 0.75000 11.24500 -0.00000
0.06000 0.76000 10.63500 -0.00000
0.06000 0.77000 10.00500 -0.00000
0.06000 0.78000 9.35500 -0.00000
0.06000 0.79000 8.68500 -0.00000
0.06000 0.80000 7.99500 -0.00000
0.06000 0.81000 7.28500 -0.00000
0.06000 0.82000 6.55500 -0.00000
0.06000 0.83000 5.80500 -0.00000
0.06000 0.84000 5.03500 -0.00000
0.06000 0.85000 4.25000 -0.00000
0.06000 0.86000 3.43500 -0.00000
0.06000 0.87000 2.60500 -0.00000
0.06000 0.88000 1.76000 -0.00000
0.06000 0.89000 0.89000 -0.00000
0.06000 0.90000 0.00000 0.00000
0.07000 0.00000 0.00000 0.00000
0.07000 0.01000 0.89000 -0.00000
0.07000 0.02000 1.76000 -0.00000
0.07000 0.03000 2.61000 -0.00000
0.07000 0.04000 3.44000 -0.00000
0.07000 0.05000 4.24500 -0.00500
0.07000 0.06000 5.03500 -0.00500
0.07000 0.07000 5.81000 -0.00000
0.07000 0.08000 6.56000 -0.00000
0.07000 0.09000 7.29000 -0.00000
0.07000 0.10000 8.00000 -0.00000
0.07000 0.11000 8.69000 -0.00500
0.07000 0.12000 9.35500 -0.00500
0.07000 0.13000 10.00500 -0.00500
0.07000 0.14000 10.64000 -0.00500
0.07000 0.15000 11.25000 -0.00500
0.07000 0.16000 11.84000 -0.00500
0.07000 0.17000 12.41000 -0.00500
0.07000 0.18000 12.96000 -0.00500
0.07000 0.19000 13.49000 -0.00500
0.07000 0.20000 14.00000 -0.00500
0.07000 0.21000 14.48500 -0.00500
0.07000 0.22000 14.95500 -0.00500
0.07000 0.23000 15.41000 -0.00500
0.07000 0.24000 15.84000 -0.00500
0.07000 0.25000 16.25000 -0.01000
0.07000 0.26000 16.64000 -0.01000
0.07000 0.27000 17.01000 -0.01000
0.07000 0.28000 17.36000 -0.01000
0.07000 0.29000 17.69000 -0.01000
0.07000 0.30000 17.99500 -0.00500
0.07000 0.31000 18.28500 -0.01000
0.07000 0.32000 18.56000 -0.01000
0.07000 0.33000 18.81000 -0.01000
0.07000 0.34000 19.04000 -0.01000
